seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy filename
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_1694753	5280	No terminal repeats	NA	1	11	0.9612	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_20640879	5089	No terminal repeats	NA	10	11	0.9610	NA	0	2.6379	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_2790030	3849	No terminal repeats	NA	6	11	0.9608	NA	0	8.2773	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_9155866	2941	No terminal repeats	NA	4	11	0.9605	NA	0	5.1987	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_9936592	2921	No terminal repeats	NA	4	11	0.9590	NA	0	3.2570	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_10672014.1	17577	No terminal repeats	NA	25	11	0.9589	NA	1	10.7753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_13628440	3292	No terminal repeats	NA	6	11	0.9587	NA	0	3.2963	Unclassified
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_11782079	3079	No terminal repeats	NA	3	11	0.9575	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_5321853	3585	No terminal repeats	NA	1	11	0.9568	NA	0	1.7183	Viruses
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_3360194	3593	No terminal repeats	NA	7	11	0.9559	NA	0	3.1205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_7400892	3517	No terminal repeats	NA	7	11	0.9548	NA	0	5.1253	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_12862644	4736	No terminal repeats	NA	12	11	0.9547	NA	0	9.8893	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_665248	2602	No terminal repeats	NA	6	11	0.9546	NA	0	3.4208	Unclassified
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_5968673	3003	No terminal repeats	NA	4	11	0.9544	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_9903722	2673	No terminal repeats	NA	4	11	0.9510	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_10173139	4151	No terminal repeats	NA	2	11	0.9506	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_4221488	3150	No terminal repeats	NA	6	11	0.9483	NA	0	6.2868	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_12172314	3158	No terminal repeats	NA	1	11	0.9474	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_20813620	3690	No terminal repeats	NA	2	11	0.9461	NA	0	3.4091	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_5287394	2650	No terminal repeats	NA	7	11	0.9437	NA	0	1.7183	Unclassified
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_6665435	5800	No terminal repeats	NA	2	11	0.9417	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_9076617	2053	No terminal repeats	NA	4	11	0.9403	NA	1	4.9489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_16148352	7928	No terminal repeats	NA	3	11	0.9394	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_19752932	2252	No terminal repeats	NA	1	11	0.9381	NA	1	1.7163	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_280306	2720	No terminal repeats	NA	3	11	0.9379	NA	0	1.7183	Unclassified
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_3298881	3812	No terminal repeats	NA	1	11	0.9350	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_9474466	2863	No terminal repeats	NA	2	11	0.9350	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_13557552.0	10000	No terminal repeats	NA	12	11	0.9328	NA	1	4.3600	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_23090272	5978	No terminal repeats	NA	6	11	0.9314	NA	0	3.4016	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_8096026	6008	No terminal repeats	NA	6	11	0.9309	NA	0	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_7464684	8371	No terminal repeats	NA	10	11	0.9302	NA	0	5.2244	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_3753262	2548	No terminal repeats	NA	6	11	0.9281	NA	0	2.9759	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_2078970	7225	No terminal repeats	NA	7	11	0.9225	NA	0	12.0214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_2721247	3648	No terminal repeats	NA	5	11	0.9163	NA	2	6.8717	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_2969136	4039	No terminal repeats	NA	7	11	0.9098	NA	0	5.1515	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_11671160	4119	No terminal repeats	NA	7	11	0.9074	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_13648799	4567	No terminal repeats	NA	8	11	0.9042	NA	1	1.7069	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_28394	6390	No terminal repeats	NA	7	11	0.9039	NA	0	7.4737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_13254522	2881	No terminal repeats	NA	2	11	0.9037	NA	0	1.7025	Unclassified
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_20836333	11353	No terminal repeats	NA	21	11	0.8976	NA	1	8.7090	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_22162875	3424	No terminal repeats	NA	2	11	0.8974	NA	1	2.5080	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_17314820	4799	No terminal repeats	NA	4	11	0.8964	NA	1	6.6940	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_18900980	8026	No terminal repeats	NA	11	11	0.8947	NA	1	3.7778	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_1562193.0	10000	No terminal repeats	NA	26	11	0.8943	NA	1	1.6774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_1794779	11516	No terminal repeats	NA	16	11	0.8921	NA	0	11.5160	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_12738626	2587	No terminal repeats	NA	7	11	0.8837	NA	0	1.7171	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_8852434	2954	No terminal repeats	NA	3	11	0.8820	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_15729276	3178	No terminal repeats	NA	3	11	0.8647	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_11063057	2761	No terminal repeats	NA	6	11	0.8642	NA	0	8.3530	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_6291840	5039	No terminal repeats	NA	14	11	0.8641	NA	0	1.1165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_4220561	2742	No terminal repeats	NA	4	11	0.8614	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_3860094	2555	No terminal repeats	NA	2	11	0.8606	NA	0	1.6861	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_14323973.1	15832	No terminal repeats	NA	10	11	0.8555	NA	0	4.2434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_716147	14580	No terminal repeats	NA	17	11	0.8454	NA	0	6.9586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_4330517	2934	No terminal repeats	NA	4	11	0.8259	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_1520023	3610	No terminal repeats	NA	2	11	0.8225	NA	0	2.9063	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_13557552.1	11186	No terminal repeats	NA	11	11	0.8144	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_9788977	17596	No terminal repeats	NA	9	11	0.8005	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_8284854	2715	No terminal repeats	NA	1	11	0.7927	NA	0	1.5078	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_2377233	2566	No terminal repeats	NA	4	11	0.7732	NA	0	4.6657	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_6757082	2809	No terminal repeats	NA	8	11	0.7691	NA	0	0.0000	Unclassified
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_7412017	3198	No terminal repeats	NA	7	11	0.7614	NA	0	3.0645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_19330646	3330	No terminal repeats	NA	2	11	0.7486	NA	0	0.0000	Unclassified
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_2256950	3749	No terminal repeats	NA	2	11	0.7272	NA	0	0.0000	Unclassified
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_2433875	2754	No terminal repeats	NA	3	11	0.7177	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin182.contigs.fa_virus_summary.tsv k99_22062728	4553	No terminal repeats	NA	7	11	0.7006	NA	1	2.6895	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin223.contigs.fa_virus_summary.tsv k99_8862353	9428	No terminal repeats	NA	17	11	0.9801	NA	4	10.7093	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin223.contigs.fa_virus_summary.tsv k99_17361577	4918	No terminal repeats	NA	7	11	0.9793	NA	2	9.9039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin223.contigs.fa_virus_summary.tsv k99_1648083	5289	No terminal repeats	NA	6	11	0.9786	NA	1	7.9455	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin223.contigs.fa_virus_summary.tsv k99_12926181	5693	No terminal repeats	NA	15	11	0.9783	NA	1	14.7300	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin223.contigs.fa_virus_summary.tsv k99_19304099	4519	No terminal repeats	NA	6	11	0.9779	NA	1	4.0757	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin223.contigs.fa_virus_summary.tsv k99_1059006	5875	No terminal repeats	NA	10	11	0.9631	NA	0	4.6538	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin223.contigs.fa_virus_summary.tsv k99_312610	2390	No terminal repeats	NA	6	11	0.9512	NA	1	3.2369	Unclassified
free-coassembly-bin223.contigs.fa_virus_summary.tsv k99_22116674	2803	No terminal repeats	NA	2	11	0.8613	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin223.contigs.fa_virus_summary.tsv k99_6693808	3892	No terminal repeats	NA	3	11	0.8263	NA	0	1.7150	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin223.contigs.fa_virus_summary.tsv k99_4397893	5747	No terminal repeats	NA	9	11	0.8088	NA	0	0.0000	Unclassified
free-coassembly-bin24.contigs.fa_virus_summary.tsv k99_1003998	9791	No terminal repeats	NA	10	11	0.9245	NA	0	6.2151	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin24.contigs.fa_virus_summary.tsv k99_1128087	3048	No terminal repeats	NA	5	11	0.9026	NA	1	4.6871	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin24.contigs.fa_virus_summary.tsv k99_12998007	7588	No terminal repeats	NA	8	11	0.8940	NA	0	2.5991	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin24.contigs.fa_virus_summary.tsv k99_10501771.1	15915	No terminal repeats	NA	8	11	0.8540	NA	0	2.6456	Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Herpesviridae
free-coassembly-bin24.contigs.fa_virus_summary.tsv k99_9071733	7315	DTR	NA	5	11	0.8446	NA	0	1.7171	Unclassified
free-coassembly-bin24.contigs.fa_virus_summary.tsv k99_4853831	2890	No terminal repeats	NA	4	11	0.8406	NA	4	4.8672	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin24.contigs.fa_virus_summary.tsv k99_8508492	3457	No terminal repeats	NA	3	11	0.8368	NA	0	1.5440	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin24.contigs.fa_virus_summary.tsv k99_4037776	5614	No terminal repeats	NA	10	11	0.7882	NA	0	4.0538	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin24.contigs.fa_virus_summary.tsv k99_1122392	5593	No terminal repeats	NA	3	11	0.7395	NA	0	3.4114	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin24.contigs.fa_virus_summary.tsv k99_2667039	10356	No terminal repeats	NA	9	11	0.7207	NA	0	3.4266	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin24.contigs.fa_virus_summary.tsv k99_1897605	19350	No terminal repeats	NA	19	11	0.7088	NA	0	4.7129	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin24.contigs.fa_virus_summary.tsv k99_5598949	8277	No terminal repeats	NA	10	11	0.7016	NA	0	1.3713	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin2.contigs.fa_virus_summary.tsv k99_2632182	3812	No terminal repeats	NA	2	11	0.8893	NA	1	3.4366	Viruses
free-coassembly-bin2.contigs.fa_virus_summary.tsv k99_11053458	3922	No terminal repeats	NA	2	11	0.8051	NA	0	1.7086	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin2.contigs.fa_virus_summary.tsv k99_14266964	3376	No terminal repeats	NA	3	11	0.7086	NA	1	2.8100	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_4853474	7270	No terminal repeats	NA	8	11	0.9830	NA	0	13.3383	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_17987016	3529	No terminal repeats	NA	5	11	0.9828	NA	0	8.5785	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_18145493	13629	No terminal repeats	NA	16	11	0.9826	NA	4	26.6495	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_1590992	3992	No terminal repeats	NA	3	11	0.9823	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_4520070	3763	No terminal repeats	NA	5	11	0.9823	NA	0	7.8358	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_12013301	3077	No terminal repeats	NA	7	11	0.9823	NA	1	8.0960	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_13991364	4094	No terminal repeats	NA	8	11	0.9822	NA	2	12.0077	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_3911864	2725	No terminal repeats	NA	4	11	0.9822	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_19764886	3055	No terminal repeats	NA	6	11	0.9822	NA	0	8.1611	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_9265605	6810	No terminal repeats	NA	17	11	0.9818	NA	3	15.8653	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_4340222.0	10000	No terminal repeats	NA	4	11	0.9815	NA	1	5.9144	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_19333995	3835	No terminal repeats	NA	3	11	0.9815	NA	3	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_19723368	2601	No terminal repeats	NA	9	11	0.9811	NA	0	6.8614	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_5279494	5295	No terminal repeats	NA	10	11	0.9809	NA	0	14.4379	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_2768283	17716	No terminal repeats	NA	27	11	0.9809	NA	4	18.0838	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_23205400	3927	No terminal repeats	NA	7	11	0.9808	NA	2	10.7932	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_19148219	4388	No terminal repeats	NA	4	15	0.9806	NA	0	6.1608	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_16588210	4122	No terminal repeats	NA	5	11	0.9797	NA	2	8.2008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_2106415	4324	No terminal repeats	NA	9	11	0.9785	NA	1	10.0977	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_8949412	6304	No terminal repeats	NA	15	11	0.9785	NA	3	19.8396	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_8959416	1432	No terminal repeats	NA	3	11	0.9784	NA	3	5.1154	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_14674479	12821	No terminal repeats	NA	11	11	0.9783	NA	0	17.7750	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_2678254	16975	No terminal repeats	NA	16	11	0.9782	NA	4	21.7383	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_182653	1717	No terminal repeats	NA	4	11	0.9779	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_6735607	5174	No terminal repeats	NA	3	11	0.9778	NA	1	5.1534	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_1920145	3010	No terminal repeats	NA	2	11	0.9773	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_6260918	5262	No terminal repeats	NA	3	11	0.9773	NA	1	4.6641	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_1344663	3419	No terminal repeats	NA	3	11	0.9767	NA	0	3.1774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_16422681	2146	No terminal repeats	NA	3	11	0.9767	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_870121	3994	No terminal repeats	NA	7	11	0.9764	NA	3	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_15600779	1792	No terminal repeats	NA	3	11	0.9763	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_6343389	10586	No terminal repeats	NA	13	11	0.9756	NA	1	16.1849	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_22125754	2613	No terminal repeats	NA	2	11	0.9750	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_9776506	1372	No terminal repeats	NA	3	11	0.9749	NA	1	4.4860	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_269042	3271	No terminal repeats	NA	4	11	0.9737	NA	0	5.1128	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_3641326	5613	No terminal repeats	NA	9	11	0.9735	NA	1	7.7693	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_14606780	10683	No terminal repeats	NA	9	11	0.9726	NA	0	2.9798	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_6623245	2858	No terminal repeats	NA	3	11	0.9720	NA	0	5.1375	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_2250198	1644	No terminal repeats	NA	3	11	0.9709	NA	1	4.8048	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_4284828	1550	No terminal repeats	NA	2	11	0.9706	NA	1	3.1721	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_10398912	18983	No terminal repeats	NA	10	11	0.9702	NA	5	11.9300	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_9318033	2505	No terminal repeats	NA	1	11	0.9695	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
free-coassembly-bin323.contigs.fa_virus_summary.tsv k99_13288467	4264	No terminal repeats	NA	2	11	0.9693	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
